Folio Emetrix,REGIÓN,CIUDAD,ESTADO,GRUPO,CADENA,VOLT,Longitud,Latitud,Volt (burbuja),Folio más cercano,Distancia mín (km),Volt tienda cercana,Volt vs cercana,periodo
1923361,CENTRO,CUAUTLA,MORELOS,ABARROTERA FUENTES,ABARROTERA FUENTES,229.5,-98.95023655,18.82383333,229.5,154206,0.379232671,262.2,-32.7,25/07/2026-31/07/2026
1923362,CENTRO,CUAUTLA,MORELOS,ABARROTERA SAN ANTONIO,ABARROTERA SAN ANTONIO,270,-98.9324997,18.869468,270,1923363,0,270,0,25/07/2026-31/07/2026
1923363,CENTRO,CUAUTLA,MORELOS,ABARROTERA SAN ANTONIO,ABARROTERA SAN ANTONIO,270,-98.9324997,18.869468,270,1923362,0,270,0,25/07/2026-31/07/2026
1923364,CENTRO,CUAUTLA,MORELOS,ABARROTERA SAN ANTONIO,ABARROTERA SAN ANTONIO,270,-98.9324997,18.869468,270,1923362,0,270,0,25/07/2026-31/07/2026
1923370,CENTRO,CUERNAVACA,MORELOS,ABARROTERA FUENTES,ABARROTERA FUENTES,229.5,-99.1892765,18.9176837,229.5,1923852,0.941767791,262.35,-32.85,25/07/2026-31/07/2026
1923379,CENTRO,MORELIA,MICHOACÁN,ABARROTES AZTECA,ABARROTES AZTECA,238.5,-101.1534606,19.70632108,238.5,1924115,0.381772683,277.35,-38.85,25/07/2026-31/07/2026
1923380,CENTRO,MORELIA,MICHOACÁN,ABARROTES AZTECA,ABARROTES AZTECA,238.5,-101.181174,19.71230026,238.5,1924071,0.63970007,277.35,-38.85,25/07/2026-31/07/2026
1923381,CENTRO,MORELIA,MICHOACÁN,ABARROTES AZTECA,ABARROTES AZTECA,277.5,-101.187667,19.696697,277.5,1923391,0.751183347,277.5,0,25/07/2026-31/07/2026
1923382,CENTRO,MORELIA,MICHOACÁN,ABARROTES LA VIOLETA,SUPER LA VIOLETA,277.5,-101.1452919,19.7555842,277.5,1923385,3.584203381,277.5,0,25/07/2026-31/07/2026
1923383,CENTRO,MORELIA,MICHOACÁN,ABARROTES LA VIOLETA,ABARROTES LA VIOLETA,277.5,-101.1963583,19.74907993,277.5,1923384,2.327070808,277.5,0,25/07/2026-31/07/2026
1923384,CENTRO,MORELIA,MICHOACÁN,ABARROTES LA VIOLETA,ABARROTES LA VIOLETA,277.5,-101.1821565,19.73297731,277.5,1923845,2.007228493,300,-22.5,25/07/2026-31/07/2026
1923386,CENTRO,MORELIA,MICHOACÁN,ABARROTES LA VIOLETA,ABARROTES LA VIOLETA,277.5,-101.1501252,19.6975945,277.5,1923379,1.031261418,238.5,39,25/07/2026-31/07/2026
1923387,CENTRO,MORELIA,MICHOACÁN,ABARROTES AZTECA,GRUPO AZTECA,238.5,-101.190033,19.6656518,238.5,1923389,2.985903784,277.5,-39,25/07/2026-31/07/2026
1923388,CENTRO,MORELIA,MICHOACÁN,ABARROTES AZTECA,GRUPO AZTECA,238.5,-101.233153,19.6414602,238.5,2465763,3.391519262,238.5,0,25/07/2026-31/07/2026
1923389,CENTRO,MORELIA,MICHOACÁN,ABARROTES LA VIOLETA,ABARROTES LA VIOLETA,277.5,-101.1934925,19.69230637,277.5,1923390,0.522903882,277.5,0,25/07/2026-31/07/2026
1923390,CENTRO,MORELIA,MICHOACÁN,ABARROTES LA VIOLETA,ABARROTES LA VIOLETA,277.5,-101.1984738,19.69196222,277.5,1923389,0.522903882,277.5,0,25/07/2026-31/07/2026
1923391,CENTRO,MORELIA,MICHOACÁN,ABARROTES LA VIOLETA,ABARROTES LA VIOLETA,277.5,-101.1948392,19.69689844,277.5,1923389,0.529721367,277.5,0,25/07/2026-31/07/2026
1923392,CENTRO,MORELIA,MICHOACÁN,ABARROTES AZTECA,GRUPO AZTECA,238.5,-101.2289653,19.7026133,238.5,1924116,1.392716047,277.35,-38.85,25/07/2026-31/07/2026
1923393,CENTRO,MORELIA,MICHOACÁN,ABARROTES AZTECA,GRUPO AZTECA,267,-101.3049551,19.6829623,267,1923394,0.83935928,277.5,-10.5,25/07/2026-31/07/2026
1923394,CENTRO,MORELIA,MICHOACÁN,ABARROTES LA VIOLETA,ABARROTES LA VIOLETA,277.5,-101.3082907,19.67609819,277.5,1923393,0.83935928,253.5,24,25/07/2026-31/07/2026
1923395,CENTRO,MORELIA,MICHOACÁN,ABARROTES LA VIOLETA,ABARROTES LA VIOLETA,277.5,-101.2228418,19.7147511,277.5,1924116,0.658213273,277.35,0.15,25/07/2026-31/07/2026
1923396,CENTRO,MORELIA,MICHOACÁN,ABARROTES LA VIOLETA,ABARROTES LA VIOLETA,277.5,-101.189917,19.715632,277.5,1923380,0.987336952,238.5,39,25/07/2026-31/07/2026
1923399,CENTRO,MORELIA,MICHOACÁN,ABARROTES LA VIOLETA,ABARROTES LA VIOLETA,225,-101.1715127,19.71734132,225,1923845,0.058021748,300,-75,25/07/2026-31/07/2026
1923400,CENTRO,MORELIA,MICHOACÁN,ABARROTES LA VIOLETA,ABARROTES LA VIOLETA,225,-101.1716724,19.71636262,225,1923398,0.051268371,225,0,25/07/2026-31/07/2026
1923401,CENTRO,MORELIA,MICHOACÁN,ABARROTES LA VIOLETA,ABARROTES LA VIOLETA,233.55,-101.167465,19.712651,233.55,6300266,0.091806157,225,8.55,25/07/2026-31/07/2026
1923402,CENTRO,MORELIA,MICHOACÁN,ABARROTES LA VIOLETA,ABARROTES LA VIOLETA,233.55,-101.17086,19.716328,233.55,1923403,0.000837408,233.55,0,25/07/2026-31/07/2026
1923403,CENTRO,MORELIA,MICHOACÁN,ABARROTES LA VIOLETA,ABARROTES LA VIOLETA,233.55,-101.170868,19.716328,233.55,1923402,0.000837408,233.55,0,25/07/2026-31/07/2026
1923404,CENTRO,MORELIA,MICHOACÁN,ABARROTES LA VIOLETA,ABARROTES LA VIOLETA,233.55,-101.1694953,19.7158184,233.55,1923402,0.15367989,233.55,0,25/07/2026-31/07/2026
1923405,CENTRO,MORELIA,MICHOACÁN,ABARROTES LA VIOLETA,ABARROTES LA VIOLETA,233.55,-101.1677124,19.7168227,233.55,2957657,0.064370849,238.5,-4.95,25/07/2026-31/07/2026
1923415,CENTRO,TEHUACAN,PUEBLA,ABARROTES CADENA,ABARROTES CADENA,240,-97.3937494,18.4605259,240,1923818,0.354085479,240,0,25/07/2026-31/07/2026
1923416,CENTRO,TEHUACAN,PUEBLA,ABARROTES CADENA,ABARROTES CADENA,228,-97.4045473,18.4691003,228,1923497,0.501774859,247.5,-19.5,25/07/2026-31/07/2026
1923418,NORTE,APODACA,NUEVO LEON,REGIO ABARROTES,REGIO ABARROTES,307.5,-100.1547618,25.7084398,307.5,1923592,2.086712287,291,16.5,25/07/2026-31/07/2026
1923425,NORTE,CHIHUAHUA,CHIHUAHUA,CASA REZA XPRESS AUTOMAYOREO SA DE CV,CASA REZA XPRESS AUTOMAYOREO SA DE CV,255,-106.0223,28.6294,255,1923426,0.632303401,246.45,8.55,25/07/2026-31/07/2026
1923426,NORTE,CHIHUAHUA,CHIHUAHUA,ABASTECEDORA COMERCIAL DE PARRAL,SURTACE AUTOSERVICIO MAYORISTA,238.5,-106.0194276,28.634497,238.5,1923425,0.632303401,255,-16.5,25/07/2026-31/07/2026
1923437,NORTE,GUADALUPE,NUEVO LEON,SURTI SNACK,SURTI SNACK,375,-100.1693717,25.6658833,375,1923698,0.653043024,274.8,100.2,25/07/2026-31/07/2026
1923441,SUR,TUXTLA,CHIAPAS,CEDA,CEDA,220,-93.068206,16.745007,220,1930201,0.037459709,221.5,-1.5,25/07/2026-31/07/2026
1923442,SUR,TUXTLA,CHIAPAS,ENBE SA DE CV,ENBE SA DE CV,221,-93.067478,16.743999,221,1930200,0.06182381,221.5,-0.5,25/07/2026-31/07/2026
1923448,SUR,TUXTLA,CHIAPAS,GABRIEL MARTINEZ MENDEZ,GABRIEL MARTINEZ MENDEZ,220,-93.0667793,16.74354802,220,1930200,0.073030763,221.5,-1.5,25/07/2026-31/07/2026
1923455,SUR,SAN FERNANDO,CHIAPAS,SUPER ABARROTES CASTILLEJOS CENTRO,SUPER ABARROTES CASTILLEJOS CENTRO,270,-93.20675189,16.87016526,270,153784,2.891712597,270,0,25/07/2026-31/07/2026
1923460,SUR,COMITAN,CHIAPAS,ABARROTES SAN LUIS S.A. DE C.V.,ABARROTES SAN LUIS S.A. DE C.V.,230.5,-92.1370391,16.2374689,230.5,1923462,0.132254232,260.4,-29.9,25/07/2026-31/07/2026
1923461,SUR,COMITAN,CHIAPAS,ABARROTES SAN LUIS S.A. DE C.V.,ABARROTES SAN LUIS S.A. DE C.V.,230.5,-92.11271222,16.21180714,230.5,1012083,3.662722771,230.4,0.1,25/07/2026-31/07/2026
1923462,SUR,COMITAN,CHIAPAS,ABARROTES SAN LUIS S.A. DE C.V.,ABARROTES SAN LUIS S.A. DE C.V.,260.4,-92.13580089,16.23750578,260.4,1012083,0.112527564,230.4,30,25/07/2026-31/07/2026
1923469,SUR,SAN CRISTOBAL,CHIAPAS,ABARROTES EL TIGRE,ABARROTES EL TIGRE NORA PENAGOS,255,-92.638214,16.718139,255,153860,0.090567876,255,0,25/07/2026-31/07/2026
1923470,SUR,SAN CRISTOBAL,CHIAPAS,ABARROTES EL TIGRE,ABARROTES EL TIGRE NORA PENAGOS,255,-92.636629,16.745415,255,1924021,0.146798512,300,-45,25/07/2026-31/07/2026
1923478,SUR,PALENQUE,CHIAPAS,CANDIDO GUTIERREZ GOMEZ (AB HERNANDEZ ),CANDIDO GUTIERREZ GOMEZ (AB HERNANDEZ ),243.9,-91.98758501,17.51369559,243.9,1923480,0.134781786,232.95,10.95,25/07/2026-31/07/2026
1923480,SUR,PALENQUE,CHIAPAS,CANDIDO GUTIERREZ GOMEZ (AB HERNANDEZ ),CANDIDO GUTIERREZ GOMEZ (AB HERNANDEZ ),243.9,-91.98686,17.5127,243.9,1923479,0.108931671,232.95,10.95,25/07/2026-31/07/2026
1923483,SUR,PALENQUE,CHIAPAS,NICOLAMENDEZ ARCOS,NICOLAMENDEZ ARCOS,244.95,-91.985551,17.512612,244.95,1923479,0.030224129,232.95,12,25/07/2026-31/07/2026
1923485,SUR,VILLAHERMOSA,TABASCO,LOGI COMER PRO SA DE CV,LOGI COMER PRO SA DE CV,300,-92.96640998,17.99080593,300,1923519,0.088425754,253.5,46.5,25/07/2026-31/07/2026
1923486,SUR,VILLAHERMOSA,TABASCO,"GRUPO LUIS FER , ARELI CARDOSA LENIN","GRUPO LUIS FER , ARELI CARDOSA LENIN",300,-92.96579526,17.99282386,300,1923487,0.020575553,300,0,25/07/2026-31/07/2026
1923487,SUR,VILLAHERMOSA,TABASCO,"GRUPO LUIS FER , ARELI CARDOSA","GRUPO LUIS FER , ARELI CARDOSA",375,-92.9658993,17.9926675,375,1923486,0.020575553,307.5,67.5,25/07/2026-31/07/2026
1923488,SUR,CARDENAS,TABASCO,ALMACENES EL TRIGO DORADO SA DE CV,ALMACENES EL TRIGO DORADO SA DE CV,240,-93.37506203,18.02021098,240,1923545,37.616406,292.5,-52.5,25/07/2026-31/07/2026
1923494,SUR,CORDOBA,VERACRUZ,EL TIGRE DE CORDOBA FORTIN,EL TIGRE DE CORDOBA FORTIN,220,-96.926617,18.89449246,220,1923495,0.292798945,214.95,5.05,25/07/2026-31/07/2026
1923495,SUR,CORDOBA,VERACRUZ,VICTOR JIMENEZ DURAN,VICTOR JIMENEZ DURAN,214.95,-96.92920637,18.89545789,214.95,153885,0.040770198,235.5,-20.55,25/07/2026-31/07/2026
1923497,CENTRO,TEHUACAN,PUEBLA,ABARROTES CADENA,ABARROTES CADENA,220.5,-97.408401,18.4717466,220.5,1923416,0.501774859,228,-7.5,25/07/2026-31/07/2026
1923498,CENTRO,TEHUACAN,PUEBLA,ABARROTES CADENA,ABARROTES CADENA,228,-97.3796684,18.462425,228,1923817,0.507334924,220.05,7.95,25/07/2026-31/07/2026
1923499,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.967076,17.974109,330,1923500,0.528660302,329.55,0.45,25/07/2026-31/07/2026
1923500,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.96742951,17.96936655,330,1923499,0.528660302,329.55,0.45,25/07/2026-31/07/2026
1923503,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.98403572,17.973086,330,1923504,0.757370464,292.5,37.5,25/07/2026-31/07/2026
1923504,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,292.5,-92.99112143,17.97406879,292.5,1923503,0.757370464,292.5,0,25/07/2026-31/07/2026
1923505,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-93.01724361,17.9619172,330,1923545,1.597988644,292.5,37.5,25/07/2026-31/07/2026
1923506,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,292.5,-92.915547,17.9979398,292.5,1923502,0.220491475,315,-22.5,25/07/2026-31/07/2026
1923508,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.9147157,17.996113,330,1923507,0.026315803,292.5,37.5,25/07/2026-31/07/2026
1923509,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.925072,18.0231153,330,1923510,0.578405501,329.55,0.45,25/07/2026-31/07/2026
1923510,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.91962304,18.02265812,330,1923509,0.578405501,329.55,0.45,25/07/2026-31/07/2026
1923511,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.96197516,18.02351859,330,1923512,0.022447258,329.55,0.45,25/07/2026-31/07/2026
1923512,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.96176337,18.02353244,330,1923511,0.022447258,329.55,0.45,25/07/2026-31/07/2026
1923520,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.8996738,18.02243,330,1923521,0.209384569,329.55,0.45,25/07/2026-31/07/2026
1923521,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.8986111,18.0208411,330,1923522,0.190006752,292.5,37.5,25/07/2026-31/07/2026
1923522,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.8997146,18.0194925,330,1923521,0.190006752,329.55,0.45,25/07/2026-31/07/2026
1923523,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.89600758,18.02068901,330,1923521,0.275815681,329.55,0.45,25/07/2026-31/07/2026
1923524,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.90171,18.028124,330,1923520,0.668749921,329.55,0.45,25/07/2026-31/07/2026
1923525,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.955489,17.99709,330,1923526,0.658928562,329.55,0.45,25/07/2026-31/07/2026
1923526,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.9555602,17.9911645,330,1923525,0.658928562,329.55,0.45,25/07/2026-31/07/2026
1923529,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,307.5,-92.918506,17.9847893,307.5,1923540,0.367225699,329.55,-22.05,25/07/2026-31/07/2026
1923530,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.91250634,17.9761946,330,1923531,0.404310414,315,15,25/07/2026-31/07/2026
1923531,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,315,-92.909449,17.974012,315,1923530,0.404310414,292.5,22.5,25/07/2026-31/07/2026
1923532,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.91135176,17.99694888,330,1923533,0.286051282,315,15,25/07/2026-31/07/2026
1923533,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,315,-92.90995,17.999149,315,1923532,0.286051282,329.55,-14.55,25/07/2026-31/07/2026
1923534,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.9526277,17.9702539,330,1923536,0.590793215,292.5,37.5,25/07/2026-31/07/2026
1923535,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.95896383,17.97107706,330,1923536,0.096903961,292.5,37.5,25/07/2026-31/07/2026
1923536,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.9580934,17.971349,330,1923538,0.038466374,292.5,37.5,25/07/2026-31/07/2026
1923538,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.9582656,17.9716537,330,1923536,0.038466374,292.5,37.5,25/07/2026-31/07/2026
1923540,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.919378,17.987986,330,1923541,0.353996253,329.55,0.45,25/07/2026-31/07/2026
1923543,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.9241564,17.9910433,330,1923539,0.390634386,329.55,0.45,25/07/2026-31/07/2026
1923545,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-93.0269359,17.9508938,330,1923505,1.597988644,292.5,37.5,25/07/2026-31/07/2026
1923546,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,238.5,-98.197335,18.9884,238.5,1923580,3.111465913,270,-31.5,25/07/2026-31/07/2026
1923549,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.19008,19.089862,285,1923550,0.173556601,238.5,46.5,25/07/2026-31/07/2026
1923550,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,238.5,-98.18843,19.089792,238.5,1923549,0.173556601,238.5,0,25/07/2026-31/07/2026
1923552,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.122783,19.045664,285,9925063,4.227329083,240,45,25/07/2026-31/07/2026
1923554,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.314865,19.070867,285,1923560,4.797844323,238.5,46.5,25/07/2026-31/07/2026
1923560,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.2698235,19.0779152,285,1923574,1.701362841,285,0,25/07/2026-31/07/2026
1923562,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.2202315,19.0382318,285,1923565,3.04819957,285,0,25/07/2026-31/07/2026
1923565,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.2328985,19.0628919,285,1923577,1.826593292,285,0,25/07/2026-31/07/2026
1923574,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.25401212,19.07462639,285,1923560,1.701362841,238.5,46.5,25/07/2026-31/07/2026
1923575,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,238.5,-98.2436552,18.9637597,238.5,1923580,2.514601482,270,-31.5,25/07/2026-31/07/2026
1923577,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.2476239,19.0541668,285,1923565,1.826593292,285,0,25/07/2026-31/07/2026
1923580,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.2214806,18.9722241,285,1923575,2.514601482,238.5,46.5,25/07/2026-31/07/2026
1923581,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.261123,19.032943,285,1923577,2.753674667,285,0,25/07/2026-31/07/2026
1923582,CENTRO,QUERETARO,QUERETARO,BASICOS,BASICOS,277.5,-100.3747094,20.5677453,277.5,1948412,0.199867359,246.45,31.05,25/07/2026-31/07/2026
1923583,CENTRO,CORTAZAR,GUANAJUATO,BASICOS,BASICOS,262.5,-100.964413,20.4839193,262.5,3893758,1.907789489,235,27.5,25/07/2026-31/07/2026
1923584,CENTRO,JARAL DE PROGRESO,GUANAJUATO,BASICOS,BASICOS,240,-101.0628554,20.37638681,240,1923884,11.82377347,225,15,25/07/2026-31/07/2026
1923585,CENTRO,IRAPUATO,GUANAJUATO,BASICOS,BASICOS,238.5,-101.356432,20.652835,238.5,6059939,3.187869791,256.2,-17.7,25/07/2026-31/07/2026
1923586,CENTRO,CELAYA,GUANAJUATO,BASICOS,BASICOS,247.5,-100.8078055,20.510489,247.5,1923587,5.452289761,262.5,-15,25/07/2026-31/07/2026
1923587,CENTRO,CELAYA,GUANAJUATO,BASICOS,BASICOS,262.5,-100.838,20.550548,262.5,1923586,5.452289761,247.5,15,25/07/2026-31/07/2026
1923589,NORTE,APODACA,NUEVO LEON,COMERCIAL TREVIÑO,COMERCIAL TREVIÑO,307.5,-100.1928213,25.73298,307.5,1924085,3.559451167,307.5,0,25/07/2026-31/07/2026
1923592,NORTE,MONTERREY,NUEVO LEON,COMERCIAL TREVIÑO,COMERCIAL TREVIÑO,291,-100.1360197,25.7002553,291,1923418,2.086712287,307.5,-16.5,25/07/2026-31/07/2026
1923596,NORTE,GUADALUPE,NUEVO LEON,COMERCIALIZADORA JM,COMERCIALIZADORA JM,250.8,-100.2162442,25.7008652,250.8,1923589,4.272968055,307.5,-56.7,25/07/2026-31/07/2026
1923610,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO MERZA,277.35,-102.2835667,19.98129787,277.35,154681,0.030025242,223.05,54.3,25/07/2026-31/07/2026
1923612,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.286316,19.975417,277.35,1923627,0.255718174,277.35,0,25/07/2026-31/07/2026
1923614,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.292167,19.991528,277.35,1923622,0.483212104,277.35,0,25/07/2026-31/07/2026
1923615,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.279953,19.968533,277.35,154677,0.775534949,225,52.35,25/07/2026-31/07/2026
1923616,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.280028,19.977798,277.35,154681,0.506838694,223.05,54.3,25/07/2026-31/07/2026
1923617,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.288694,19.98491029,277.35,1923611,0.414818076,277.35,0,25/07/2026-31/07/2026
1923618,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.3070018,19.95309926,277.35,1923621,0.659291115,277.35,0,25/07/2026-31/07/2026
1923619,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.285407,19.981971,277.35,154683,0.083699741,225,52.35,25/07/2026-31/07/2026
1923621,CENTRO,JACONA,MICHOACÁN,DUERO,DUERO,277.35,-102.3048302,19.95866597,277.35,154674,0.491339776,255,22.35,25/07/2026-31/07/2026
1923622,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.2884608,19.9941269,277.35,1923614,0.483212104,277.35,0,25/07/2026-31/07/2026
1923623,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.2625959,19.99463176,277.35,154682,0.259455123,225,52.35,25/07/2026-31/07/2026
1923624,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,253.05,-102.285151,19.98072,253.05,154683,0.105148301,225,28.05,25/07/2026-31/07/2026
1923627,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.2887586,19.9755539,277.35,1923612,0.255718174,277.35,0,25/07/2026-31/07/2026
1923629,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.252249,19.98986,277.35,1923623,1.20436938,277.35,0,25/07/2026-31/07/2026
1923630,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.3080442,19.99980047,277.35,154680,0.107556114,255,22.35,25/07/2026-31/07/2026
1923631,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.27533,20.0005449,277.35,1923613,0.88868949,277.35,0,25/07/2026-31/07/2026
1923632,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.2740627,19.98751484,277.35,1923633,0.446917979,276.9,0.45,25/07/2026-31/07/2026
1923633,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.271818,19.990936,277.35,1923632,0.446917979,277.35,0,25/07/2026-31/07/2026
1923649,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,255,-99.624628,19.256909,255,1923664,1.672798506,255,0,25/07/2026-31/07/2026
1923650,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,255,-99.577404,19.157474,255,9336842,0.075176858,235,20,25/07/2026-31/07/2026
1923652,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,234.45,-99.6321841,19.3164633,234.45,1923658,2.891525297,234.45,0,25/07/2026-31/07/2026
1923653,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,234.45,-99.601768,19.344176,234.45,1923654,0.359329006,234.45,0,25/07/2026-31/07/2026
1923654,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,234.45,-99.6050246,19.3451765,234.45,1923653,0.359329006,234.45,0,25/07/2026-31/07/2026
1923655,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,242.4,-99.59463899,19.28084053,242.4,1923663,3.044817809,234.45,7.95,25/07/2026-31/07/2026
1923658,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,234.45,-99.64367655,19.29282917,234.45,1923659,0.955546857,234.45,0,25/07/2026-31/07/2026
1923659,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,234.45,-99.6526492,19.2913709,234.45,6089287,0.464906631,234.5,-0.05,25/07/2026-31/07/2026
1923660,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,255,-99.64265083,19.27884756,255,1923666,0.220986553,255,0,25/07/2026-31/07/2026
1923665,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,255,-99.5724255,19.2491106,255,1923664,4.184046283,255,0,25/07/2026-31/07/2026
1923669,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,242.4,-99.66937929,19.27542367,242.4,1923657,1.559860822,255,-12.6,25/07/2026-31/07/2026
1923688,NORTE,JUÁREZ,NUEVO LEON,MAS BODEGA,MAS BODEGA,300,-100.0929813,25.62984298,300,1923977,0.69491499,307.5,-7.5,25/07/2026-31/07/2026
1923689,NORTE,JUÁREZ,NUEVO LEON,MAS BODEGA,MAS BODEGA,300,-100.1518515,25.60936402,300,1923976,1.394647277,312,-12,25/07/2026-31/07/2026
1923690,NORTE,JUÁREZ,NUEVO LEON,MAS BODEGA,MAS BODEGA,300,-100.1277537,25.62279526,300,1923976,1.446889849,312,-12,25/07/2026-31/07/2026
1923691,NORTE,JUÁREZ,NUEVO LEON,MAS BODEGA,MAS BODEGA,358.5,-100.174673,25.610849,358.5,1923692,0.774098684,354,4.5,25/07/2026-31/07/2026
1923692,NORTE,JUÁREZ,NUEVO LEON,MAS BODEGA,MAS BODEGA,300,-100.1823164,25.6118283,300,1923691,0.774098684,358.5,-58.5,25/07/2026-31/07/2026
